job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
6859,11,12.320030597093345,0,1,1,6,0,6,0,7225,2,18,6,280,305,7.32052696227274,2.1162555148025524,5
6860,14,11.38632996334682,2,0,3,13,2,13,100,6190,2,0,11,473,483,7.633853559681768,2.272125885509337,4
6861,19,11.726317625641354,2,1,3,5,0,15,0,4148,3,19,10,324,345,7.519692404116539,2.174751721484161,2
6862,17,11.349547342942829,0,2,3,12,2,8,0,2989,2,2,6,48,73,7.272398392570047,1.8870696490323797,13
6863,1,11.290106860854959,2,0,2,19,0,19,0,8077,2,1,13,455,490,7.7025561132685825,2.2617630984737906,1
6864,16,11.644155461412918,2,1,3,5,0,5,50,5168,0,14,7,50,102,7.068172000388042,2.0149030205422647,9
6865,10,10.753146908111683,2,0,3,9,2,9,0,402,0,0,7,3,33,7.368339686311381,2.028148247292285,1
6866,1,12.237808687514663,2,1,1,0,2,10,100,10641,1,18,14,374,380,7.812782818577581,1.8082887711792655,5
6867,4,11.440408534131052,0,3,2,6,2,1,0,6413,3,5,5,431,480,6.777646593635117,2.128231705849268,2
6868,2,12.135784292411996,1,1,3,18,2,18,50,12087,2,17,10,192,203,7.111512116496157,1.6486586255873816,10
6869,6,12.200104873750382,2,1,1,9,0,9,0,5372,3,14,3,297,344,7.707512194600341,2.0794415416798357,7
6870,5,11.449485007406793,2,3,3,5,2,5,50,8017,1,8,11,277,318,7.426549072397305,2.2617630984737906,1
6871,13,11.891149549378406,2,3,3,2,0,2,50,10570,3,9,12,81,111,7.3727463664043285,1.8870696490323797,3
6872,16,11.799674602373408,2,3,0,14,1,14,50,5603,2,8,9,284,339,7.16703787691222,2.2925347571405443,15
6873,8,11.343298983620814,2,0,2,17,2,17,0,4427,1,0,4,39,73,7.367708572374371,2.174751721484161,12
6874,16,12.14575985009084,2,1,1,17,2,17,50,722,0,14,14,456,500,7.6787889981991535,1.824549292051046,0
6875,8,11.97273985982762,2,2,2,13,0,13,100,2659,2,4,9,242,286,7.7706452341291765,2.1162555148025524,3
6876,17,11.463146812407082,2,2,1,16,1,16,100,12049,0,2,13,294,317,7.494430215031565,2.1041341542702074,8
6877,10,11.39570602046651,2,3,0,2,2,2,0,488,1,6,11,29,68,6.486160788944089,1.9878743481543455,12
6878,14,11.12164428762842,2,0,0,4,1,19,50,2183,3,1,14,142,181,7.814399633804487,1.791759469228055,14
6879,16,10.580937168488774,2,0,0,11,2,11,50,12287,3,0,13,283,326,7.785305182539862,2.2082744135228043,2
6880,18,10.765427689660202,2,0,0,9,2,9,0,10670,1,1,9,15,37,6.88653164253051,1.9600947840472698,15
6881,10,11.958284136740069,2,1,0,11,2,11,50,2695,2,14,6,348,389,7.301147805856032,1.7404661748405046,0
6882,10,10.94100427517765,2,2,1,1,1,1,0,8227,1,3,11,48,68,6.9865664594064265,1.62924053973028,10
6883,16,11.110535623378992,2,2,3,9,0,19,50,11171,0,3,1,217,268,7.354362330421477,2.2082744135228043,1
6884,14,11.988407808614188,2,3,2,4,1,9,0,11490,0,6,6,78,130,6.658011045870748,2.0412203288596382,2
6885,12,11.427476503137745,2,0,0,4,1,0,0,4117,0,0,12,483,534,7.009408932708637,2.2300144001592104,1
6886,16,11.576153753127327,2,3,3,0,2,0,0,13144,0,7,9,424,469,7.772752716468742,2.2192034840549946,5
6887,17,11.048108362411792,2,2,3,15,0,15,0,9607,3,2,1,236,246,7.691656822810547,2.1400661634962708,13
6888,14,12.200673094154725,2,1,3,0,1,0,0,13023,0,11,11,389,430,6.736966958001855,2.2192034840549946,3
6889,9,11.639487628837943,2,3,3,16,1,16,100,5598,3,9,9,432,468,7.592366128519796,1.8718021769015913,9
6890,10,11.220485424653361,2,2,0,16,1,16,50,4527,1,2,0,419,466,6.436150368369428,2.1162555148025524,6
6891,3,11.927284240248513,0,3,1,6,0,6,0,7370,1,7,11,212,219,7.321188556739478,2.174751721484161,3
6892,0,10.60735209643727,2,0,1,1,2,1,50,834,0,1,0,154,181,7.368339686311381,1.7749523509116738,0
6893,16,10.96406908643623,2,2,3,9,1,15,50,1149,1,4,0,333,347,7.523481312573497,1.7404661748405046,3
6894,12,11.155864732338893,2,0,1,0,1,0,0,13115,0,0,9,328,328,7.328437352895162,2.1162555148025524,9
6895,14,12.214224330085491,2,1,1,4,1,17,100,5623,0,10,8,343,381,6.5638555265321274,2.2407096892759584,11
6896,13,11.580724290534663,0,2,2,6,0,6,0,8343,2,4,7,398,410,6.74993119378857,2.163323025660538,7
6897,5,11.35317915878581,2,3,3,3,0,3,0,7445,3,7,9,145,192,7.390798521735676,1.7047480922384253,9
6898,17,11.435039596312933,2,2,3,14,1,14,50,2867,3,2,14,402,404,7.162397497355718,2.151762203259462,13
6899,13,11.875476113100662,0,1,0,7,2,7,50,3326,2,15,12,177,185,7.32052696227274,2.151762203259462,7
6900,16,11.960945465263817,2,3,3,19,0,16,100,10497,0,8,4,383,386,7.101675971619444,2.2512917986064953,9
6901,6,11.448674902368618,2,1,2,8,2,8,50,10132,3,16,8,102,160,7.0630481633881725,1.8082887711792655,0
6902,19,12.31625800289698,2,1,3,19,0,15,50,9168,1,15,3,160,217,7.609862200913554,2.0918640616783932,6
6903,15,11.106264642280223,2,2,1,5,2,7,50,9101,0,2,14,440,481,6.878326468291325,1.9878743481543455,4
6904,17,11.13053703037954,2,0,1,14,0,14,0,3398,0,1,14,463,493,7.492203042618741,2.151762203259462,11
6905,17,11.30077130845562,2,0,3,4,1,2,0,6608,1,0,8,206,261,7.649216319820633,2.1972245773362196,10
6906,6,11.381061253255544,2,2,2,0,1,16,50,9265,0,3,0,3,30,6.473890696352274,1.8870696490323797,2
6907,1,12.130901801035405,2,1,3,3,0,3,50,12006,2,16,0,400,451,6.940222469119639,1.840549633397487,10
6908,14,11.916381890358688,0,1,0,7,2,7,100,6186,2,18,9,0,40,7.48324441607385,2.066862759472976,13
6909,19,11.035534617290475,0,0,0,6,2,15,100,10507,0,0,0,287,342,7.6838639802564295,1.9740810260220096,5
6910,17,11.195168990711622,1,0,0,18,1,4,0,4844,0,1,2,308,334,7.728855823852543,1.7578579175523736,2
6911,8,11.248751564098027,2,3,0,5,1,5,100,4705,0,6,12,34,80,7.644919344958857,1.9021075263969205,8
6912,7,12.266278356086126,2,1,3,14,1,11,0,5917,0,11,11,135,192,7.085064293952548,1.824549292051046,4
6913,7,11.24679612147986,2,2,1,15,1,16,100,3812,2,3,9,478,490,7.374629015218945,2.0412203288596382,11
6914,10,12.144792809107523,0,1,2,7,0,7,50,2645,0,15,4,127,141,7.503289630675082,1.7227665977411035,10
6915,4,10.767853211545363,2,0,1,8,1,3,0,5218,1,1,13,204,253,7.787382026484701,2.0541237336955462,11
6916,14,11.914971401032737,2,1,3,3,2,0,0,7477,1,10,10,404,434,7.456454555176209,2.066862759472976,5
6917,12,11.948272947560262,2,1,3,11,1,11,50,3973,1,14,2,191,227,7.469654172932128,1.9459101490553132,5
6918,17,11.682735747827111,2,0,0,17,0,17,0,12986,3,0,1,305,334,6.238324625039508,1.916922612182061,1
6919,5,11.559379569342113,2,1,1,1,1,1,50,13148,1,14,2,9,18,6.371611847231857,2.0014800002101243,11
6920,6,11.190334437030174,0,2,1,7,1,7,0,11019,0,4,7,139,160,6.359573868672378,2.0541237336955462,5
6921,17,11.000281522397454,2,0,3,10,0,0,100,11240,2,0,9,101,140,7.638679823876112,2.1162555148025524,1
6922,18,10.851373846000033,2,2,2,15,2,15,50,12333,2,3,11,457,473,6.655440350367647,2.2512917986064953,15
6923,14,12.254386505808725,0,1,2,12,2,12,50,4895,0,13,10,374,381,7.2254814727822945,2.0412203288596382,13
6924,10,11.812303867882832,2,3,1,0,0,3,100,3084,2,5,2,438,467,7.0317412587631285,2.151762203259462,7
6925,6,11.775889549509687,2,3,3,14,2,16,100,3396,3,9,5,341,374,7.743269700829004,1.8082887711792655,14
6926,9,12.020700440236265,2,1,2,3,0,14,50,4346,3,11,8,21,21,7.822845290279774,2.2407096892759584,4
6927,5,10.907605994775803,2,2,1,10,1,19,100,10711,0,4,0,410,445,7.489412083508719,1.667706820558076,7
6928,19,11.931543690323306,2,3,3,0,0,15,0,10666,1,5,11,107,162,7.818832443803404,1.8562979903656263,6
6929,2,10.494989529333873,2,0,2,1,2,1,0,1378,1,0,12,428,436,7.528331766707247,2.2407096892759584,10
6930,13,10.818917914398128,2,0,0,9,1,9,100,1369,0,1,0,355,399,7.138866999945524,1.62924053973028,3
6931,18,10.86566901117537,2,2,0,5,2,5,0,3298,3,4,3,91,134,7.467942332285852,1.791759469228055,4
6932,5,11.6583669006204,2,3,0,1,0,1,50,3805,2,5,4,428,431,7.326465613840322,1.7227665977411035,3
6933,9,11.847674789659273,2,3,3,19,1,19,0,767,0,6,8,121,122,6.26530121273771,2.2512917986064953,6
6934,14,11.858895313292516,2,1,0,9,0,9,100,9313,1,12,7,387,435,7.232733136177615,2.2192034840549946,6
6935,16,11.055735390370147,2,2,3,3,1,3,100,8593,1,3,13,292,311,7.70210434005105,1.8870696490323797,7
6936,18,10.917703224565487,2,0,0,9,0,4,100,12927,0,0,4,116,138,7.313886831633462,2.0541237336955462,13
6937,6,11.526127927647984,0,3,1,6,2,4,50,2221,2,7,8,65,98,7.0909098220799835,2.163323025660538,9
6938,1,10.493244497383538,2,0,1,8,1,8,100,7703,0,1,14,389,408,7.651595573857601,2.1162555148025524,15
6939,18,12.203564502768165,2,1,3,16,2,16,50,10526,0,14,13,441,477,7.388946097618437,1.840549633397487,10
6940,5,10.969094439590254,2,0,0,9,0,9,100,10025,1,1,4,80,125,7.305188215393037,1.9315214116032138,8
6941,17,11.273258653353224,2,3,3,9,1,9,100,1973,1,7,9,218,249,7.301822342137932,1.9878743481543455,10
6942,18,11.76083967460965,1,3,1,18,0,1,50,6095,2,7,9,436,486,7.3632795869630385,2.0412203288596382,6
6943,10,12.018024724362773,2,1,0,15,0,15,50,3678,3,11,9,471,528,7.596894438144544,2.1400661634962708,12
6944,4,11.757094425090264,2,3,1,0,1,0,100,4646,2,6,14,163,182,7.563719668414366,2.0412203288596382,5
6945,7,11.536720113535946,2,1,3,9,2,9,50,6815,0,11,13,355,393,7.685243607975833,1.8870696490323797,0
6946,5,11.532031771459962,2,0,0,19,0,19,0,3144,2,1,7,53,77,7.0909098220799835,2.0014800002101243,2
6947,16,11.09032437091533,2,3,3,11,2,11,50,5697,1,7,10,377,402,7.047517221357296,1.8082887711792655,10
6948,19,11.15871890064582,2,2,1,3,2,3,100,2095,3,3,10,69,82,7.27655640271871,2.151762203259462,12
6949,4,10.98852478228779,2,0,2,8,0,11,50,4471,2,1,10,154,209,7.650644551436897,2.0014800002101243,2
6950,4,12.095682837489752,2,3,0,13,1,13,100,7369,3,6,11,189,238,6.932447891572509,2.028148247292285,14
6951,13,11.695138682562371,2,3,3,9,0,8,0,12991,2,7,9,87,110,7.545918151209323,1.667706820558076,9
6952,2,11.435072025765365,2,0,0,4,1,17,100,10634,0,0,5,107,140,6.825460036255307,1.9021075263969205,13
6953,15,11.442835563394322,2,0,2,13,1,13,0,991,1,0,11,333,345,7.721348612617949,1.6094379124341003,13
6954,7,11.50168249902418,2,2,0,0,0,10,100,2844,1,2,11,485,495,7.187657164114956,2.186051276738094,0
6955,19,11.972487267598538,2,1,2,3,2,6,100,3004,0,12,3,199,232,7.3395376954076745,2.1162555148025524,13
6956,3,11.663704753754304,2,3,0,2,0,13,50,12865,0,8,9,279,316,7.597897950521784,2.0014800002101243,0
6957,2,11.004280794528954,2,0,2,3,0,3,100,4166,0,0,13,84,115,6.54965074223381,2.2925347571405443,2
6958,13,11.680674692580926,2,3,1,11,0,11,100,11162,2,8,13,295,306,6.597145701886651,1.9021075263969205,15
6959,11,11.397402373714689,2,2,1,16,1,16,100,1114,1,4,7,445,451,6.270988431858299,1.7227665977411035,11
6960,0,10.928650626381225,2,2,1,3,2,2,50,1553,1,4,9,228,231,7.396948602621014,1.824549292051046,6
6961,11,11.223508555224731,2,0,1,19,1,19,0,7085,2,1,14,164,207,6.755768921984255,1.7578579175523736,12
6962,17,11.962375560059783,2,1,2,16,0,16,0,3649,1,11,4,89,104,6.408528791059498,2.2823823856765264,1
6963,8,11.701187674426254,2,3,0,0,0,17,0,5299,3,9,10,180,238,6.945051063725834,2.2823823856765264,11
6964,13,11.108949247913483,2,2,0,10,2,10,0,668,3,4,13,305,326,7.069023426578259,2.128231705849268,12
6965,19,10.908429982004845,1,0,3,18,2,18,50,10596,0,0,0,29,46,7.205635176410364,1.667706820558076,13
6966,8,11.946187305987856,2,3,1,4,0,4,50,3465,2,6,7,72,80,7.775695749915245,1.791759469228055,15
6967,8,12.209720982248934,2,1,2,17,2,17,0,2878,1,12,2,24,58,6.661854740545311,2.0412203288596382,6
6968,5,10.776599347816312,2,0,1,15,2,15,100,5646,2,0,0,2,43,7.738052297689316,1.8082887711792655,6
6969,4,11.229022907810455,1,2,1,18,2,10,100,12660,1,2,1,471,476,7.80710329012598,2.0541237336955462,0
6970,2,12.345521495418733,2,1,0,13,0,9,0,5020,2,18,2,322,348,7.243512974665482,1.9315214116032138,0
6971,2,11.772856001091165,2,3,1,19,1,19,0,7226,2,6,14,237,281,7.095064377287131,1.8870696490323797,8
6972,17,11.475898344133151,2,0,3,17,2,17,50,4033,2,0,2,337,372,6.726233402358747,1.840549633397487,8
6973,5,11.898997062082726,2,1,3,11,1,11,100,5075,3,10,11,352,364,6.934397209928558,1.6863989535702288,11
6974,3,11.248920855872804,0,0,0,7,0,7,0,2470,3,1,13,388,416,7.605890001053122,1.7404661748405046,9
6975,10,10.873375921759074,2,2,2,1,1,1,100,5275,0,4,12,466,513,7.017506142941256,2.2082744135228043,1
6976,11,11.674806190859398,2,1,0,9,0,14,100,1917,3,17,14,478,496,6.678342114654332,2.2925347571405443,2
6977,2,10.478526644615744,2,0,3,9,2,9,0,5456,2,0,8,73,124,6.561030665896573,2.1400661634962708,4
6978,10,11.376315051307444,2,2,3,16,1,16,100,9455,0,3,13,485,526,6.6039438246004725,1.6863989535702288,1
6979,0,11.471332339871866,2,3,3,9,1,4,100,11737,3,7,12,174,225,6.364750756851911,1.8718021769015913,13
6980,10,12.195390797183313,0,1,2,7,2,14,0,5270,1,11,5,48,77,6.814542897259958,1.840549633397487,10
6981,9,10.96567787457027,2,2,1,1,1,1,0,5740,1,2,0,237,286,7.033506484287697,2.2407096892759584,3
6982,6,11.813200413279553,2,3,1,14,2,14,100,11178,0,9,10,156,156,7.465655310134056,2.0918640616783932,14
6983,0,11.159644754099512,2,0,1,19,2,17,100,1548,2,1,12,217,242,7.655390644826152,2.2192034840549946,12
6984,8,10.905056493665374,2,0,3,11,1,11,0,9432,2,1,5,25,26,7.340835554123275,1.7578579175523736,15
6985,6,11.288017858625464,0,0,0,12,0,12,100,5132,0,0,14,251,285,6.331501849893691,1.824549292051046,0
6986,2,11.889888212605682,2,1,1,3,2,4,50,12320,3,11,13,438,493,7.221105098182496,1.7749523509116738,9
6987,16,11.469370572818129,1,0,1,18,0,18,0,7228,1,0,12,172,194,7.3031700512368,1.8562979903656263,11
6988,7,12.02339302463892,2,1,2,10,0,10,100,6151,2,15,14,397,413,7.591861714889934,2.2407096892759584,3
6989,4,12.234086565735357,2,1,0,15,0,15,50,5682,1,19,0,329,329,7.165493475060845,2.2407096892759584,15
6990,19,12.355690209151001,0,1,0,7,1,19,100,3950,1,10,6,11,28,7.355001921105257,2.1041341542702074,9
6991,9,11.445973366830929,2,3,3,15,0,15,100,1088,3,9,1,199,208,6.950814768442584,2.0794415416798357,13
6992,3,12.054412195837829,2,3,1,4,2,9,50,5580,3,5,3,153,160,7.711548979629146,1.9315214116032138,12
6993,7,11.310172603303753,2,2,2,5,0,19,0,10732,1,2,8,174,186,7.265429723253953,2.2617630984737906,4
6994,11,11.683638233096465,2,3,2,15,0,15,50,7324,2,7,12,251,254,7.80954132465341,1.8870696490323797,7
6995,17,11.951722184591253,2,1,0,10,0,10,100,12583,3,16,11,257,300,7.450079569807499,2.0918640616783932,4
6996,18,11.873658165069706,2,3,2,2,1,2,100,4306,2,9,13,84,128,7.762596048540069,2.1162555148025524,13
6997,14,12.12121168201597,2,1,2,11,0,11,0,1043,1,14,13,437,466,7.71244383427499,1.9315214116032138,9
6998,9,11.001216117502114,2,2,3,8,1,8,50,12674,2,2,5,49,50,6.895682697747868,1.667706820558076,7
6999,5,11.629205148937306,2,0,3,13,0,13,50,3817,1,1,11,77,115,6.80903930604298,2.2192034840549946,8
7000,4,11.507540994693388,2,3,0,11,0,11,100,8142,1,5,2,163,183,7.186901020411631,1.9021075263969205,1
7001,0,11.40950750577174,2,2,2,14,1,14,50,3948,3,4,11,37,90,6.385194398997726,1.9315214116032138,12
7002,0,11.668877378744039,0,3,2,6,1,4,100,7915,2,9,3,20,57,7.242797922793756,1.9021075263969205,14
7003,8,12.218658115214673,1,1,2,18,1,18,0,2880,2,10,9,167,204,6.709304340258298,2.174751721484161,4
7004,17,12.288012014941607,2,1,2,0,1,0,100,5113,2,13,7,400,417,6.925595197110468,1.62924053973028,5
7005,13,11.467488671961622,2,2,3,14,0,14,100,12690,1,3,8,129,176,7.267525427828172,2.1400661634962708,4
7006,6,11.45737047084791,2,3,1,15,2,15,0,13022,3,7,4,73,109,6.580639137284949,2.0412203288596382,3
7007,14,11.049078842398233,2,0,1,4,2,4,0,2135,0,1,14,98,140,7.613324979540639,2.2512917986064953,9
7008,9,10.87963084355714,2,0,1,5,1,5,50,9345,0,0,14,415,434,7.594381242551817,2.151762203259462,11
7009,10,11.638297409653047,2,2,2,13,0,15,0,2175,1,4,7,16,52,7.278628942320682,2.0541237336955462,4
7010,18,11.716576260972976,2,1,0,10,1,6,0,3280,1,14,13,49,86,7.1049654482698426,1.9740810260220096,2
7011,3,11.174034305111705,2,2,0,16,2,16,100,6710,1,4,13,325,379,7.566828479208331,1.8082887711792655,4
7012,18,11.433167716691907,2,2,3,2,0,2,0,7913,1,2,2,235,277,6.859614903654202,1.9878743481543455,10
7013,0,11.004530218775948,2,2,2,3,1,1,50,6310,2,2,0,423,456,7.518607216815252,2.163323025660538,13
7014,7,11.468043155181787,2,3,2,15,2,15,100,8499,2,6,4,330,388,7.655390644826152,1.8562979903656263,6
7015,15,11.08794108941569,2,2,3,10,0,10,50,2652,3,2,1,382,382,7.214504414151143,2.302585092994046,14
7016,16,11.545295845000679,2,2,2,14,2,14,100,9717,3,3,6,27,83,7.347299700743164,1.8718021769015913,10
7017,5,12.140797853411634,0,1,0,6,1,6,50,1377,3,14,5,42,58,7.32052696227274,2.2192034840549946,1
7018,0,11.468848177729301,2,3,1,5,0,5,0,11125,0,5,9,42,58,6.461468176353717,1.9740810260220096,5
7019,12,10.774739076600005,2,2,0,10,2,4,100,12744,3,4,9,163,183,6.892641641172089,2.186051276738094,12
7020,8,11.168150858861294,0,0,1,6,1,6,100,513,2,1,11,300,322,7.470224135899966,2.2082744135228043,0
7021,14,11.108110145703561,0,0,2,12,0,12,100,5584,3,0,8,420,464,7.030857476116121,2.2082744135228043,9
7022,13,11.263656087004861,2,2,1,8,1,8,0,7113,0,3,2,324,340,6.222576268071369,2.2617630984737906,13
7023,7,12.396701269567483,2,1,0,19,1,14,50,32,1,17,7,410,411,6.375024819828097,2.2823823856765264,15
7024,2,11.487187055725116,1,0,3,18,0,18,0,708,1,1,2,91,98,7.329749689041512,1.7047480922384253,6
7025,15,11.040951896668034,2,0,3,0,0,0,0,1009,0,1,11,261,291,6.398594934535208,2.066862759472976,4
7026,3,11.797141537778835,2,3,0,17,2,8,0,10701,1,7,10,254,305,6.646390514847729,2.2823823856765264,9
7027,3,11.364042552726982,2,2,3,14,1,14,0,5766,2,2,2,119,152,7.00033446027523,1.9459101490553132,0
7028,3,11.625566413840733,2,1,2,15,2,15,0,216,2,14,14,254,266,7.454141078146678,2.163323025660538,12
7029,14,11.007617921888142,1,0,2,18,2,18,100,9554,3,1,2,142,186,7.171656822768514,1.9878743481543455,0
7030,14,11.969698200696556,2,1,3,3,0,3,50,11479,2,18,7,210,211,7.259819610363186,1.7047480922384253,6
7031,6,11.292677716768043,2,3,3,3,2,11,0,2954,1,6,13,387,411,7.4798641311650265,1.667706820558076,10
7032,13,11.996301779948007,2,1,3,15,1,15,50,6429,3,18,5,392,441,6.982862751468942,1.6094379124341003,11
7033,18,11.423624195449495,2,3,3,5,1,9,50,7540,1,9,10,194,210,7.352441100243583,1.916922612182061,13
7034,5,11.007833373051998,2,2,1,10,1,10,50,9190,3,3,7,378,389,7.62608275807238,2.2823823856765264,5
7035,13,11.391717822034538,2,3,0,2,2,5,100,3554,3,9,14,367,367,7.66105638236183,2.1162555148025524,5
7036,11,11.58673339211495,2,3,1,15,0,10,0,1135,0,8,0,304,356,7.672292455628756,1.7227665977411035,12
7037,15,11.328401484621073,1,2,2,18,2,5,100,5304,0,4,12,337,394,7.7025561132685825,2.1972245773362196,5
7038,11,10.816773775389985,2,0,3,9,2,12,0,5669,2,1,0,15,40,7.539027055823995,1.9459101490553132,6
7039,0,10.664970722216369,2,0,0,8,2,10,100,4444,3,1,5,346,401,7.6787889981991535,2.1041341542702074,7
7040,0,11.863772459353989,0,3,3,12,0,19,50,4875,1,8,1,465,520,7.814803429489359,2.028148247292285,1
7041,5,11.650545985703051,2,2,2,17,2,17,0,4727,2,4,5,333,334,7.105786129481271,2.2925347571405443,4
7042,5,11.927072773461227,2,3,2,14,1,14,0,11535,2,8,8,451,503,6.483107351457199,2.1972245773362196,3
7043,6,10.958966148990834,2,0,3,10,0,5,50,9818,1,0,10,7,47,6.666956792429207,2.0918640616783932,5
7044,3,11.60132088373202,0,2,2,7,0,7,0,7968,2,3,1,323,325,7.174724309836376,2.1162555148025524,5
7045,19,11.375030279120395,2,1,1,11,2,11,0,6568,3,17,2,479,499,7.475905969367397,2.128231705849268,6
7046,0,11.07987844927599,0,0,0,12,0,12,50,12942,1,1,0,382,436,7.268920128193722,2.028148247292285,6
7047,17,10.993244077760208,2,0,3,9,0,9,100,3262,3,0,4,182,233,7.163946684342547,2.1162555148025524,12
7048,8,12.055650838142009,2,1,0,5,1,5,100,3259,1,14,5,232,237,7.410347097821024,2.0014800002101243,7
7049,14,11.06377489151959,0,2,2,6,2,6,0,12534,0,3,5,88,113,6.507277712385012,2.1400661634962708,3
7050,19,12.008511554676698,1,3,2,18,0,6,0,1332,2,9,2,282,329,7.457609289715606,1.9021075263969205,15
7051,19,11.278177340297884,2,2,1,8,0,8,0,2942,0,4,14,137,162,7.795646536334594,2.0541237336955462,14
7052,4,11.952811323280523,2,1,2,5,0,5,100,11211,1,17,2,195,250,6.6293632534374485,2.0412203288596382,8
7053,14,11.424553162341256,2,0,0,4,1,4,50,115,0,0,6,407,458,7.201916317531627,2.163323025660538,7
7054,15,11.324847371063894,2,3,1,15,0,9,0,10557,2,8,0,98,142,6.9584483932976555,2.0794415416798357,7
7055,13,11.932589292478205,2,2,3,13,0,17,0,11968,3,2,4,94,94,7.694392802629421,2.2925347571405443,10
7056,6,11.467206081125104,2,0,3,4,0,4,0,7522,1,0,3,210,251,7.498869733976931,2.128231705849268,11
7057,15,11.482074428153112,2,3,1,2,2,5,0,12061,1,6,5,51,90,7.3453648404168685,1.840549633397487,2
7058,5,11.62977473146652,0,2,2,7,0,7,50,10561,2,2,10,24,48,7.02197642307216,1.791759469228055,5
7059,8,11.126777572247295,2,0,2,16,1,18,100,3868,2,1,10,249,249,6.901737206656574,1.7404661748405046,12
7060,10,11.393860357811288,2,3,1,9,0,9,50,1171,3,8,6,267,284,7.370230641807081,2.302585092994046,9
7061,16,11.708015161041862,2,3,3,14,1,5,100,3531,1,9,6,301,306,6.775366090936392,1.7749523509116738,13
7062,0,12.307093759588902,2,1,2,14,2,14,100,3350,0,10,5,209,260,6.56244409369372,2.0918640616783932,11
7063,11,11.268979536776724,2,2,2,5,0,5,0,391,0,3,1,187,224,7.546974117516527,1.667706820558076,0
7064,3,12.349917545625509,0,1,1,12,1,4,100,3389,3,15,0,19,69,7.417580402414544,2.151762203259462,11
7065,7,12.106826730872202,2,1,3,1,0,1,50,8150,2,10,7,273,303,7.785720896534624,2.2407096892759584,6
7066,2,11.08933202714711,2,0,2,17,2,16,100,4082,2,1,11,305,323,7.232010331664759,1.8562979903656263,2
7067,0,11.532943755283977,2,2,1,14,1,14,0,5319,2,2,5,92,133,7.176254532017144,2.0149030205422647,12
7068,15,11.430260990133386,2,3,3,15,0,15,0,1245,0,7,14,475,481,7.174724309836376,2.2082744135228043,4
7069,18,11.592198645864736,2,1,3,10,1,10,50,1090,1,19,1,64,79,7.759187438507795,1.7047480922384253,4
7070,17,12.188789142574207,2,1,3,14,0,14,100,10901,3,14,13,388,431,7.795234929002173,1.8082887711792655,12
7071,0,11.491936734531745,0,2,3,12,1,16,100,2356,0,2,5,419,471,7.719129840906732,2.0541237336955462,1
7072,11,11.577654592941164,1,3,3,18,2,6,50,11756,0,9,8,259,276,7.484368643286131,1.8718021769015913,4
7073,11,11.646275591166985,2,0,1,4,0,4,100,18,0,1,2,42,71,7.610357618312838,2.2823823856765264,0
7074,11,12.12101027707978,2,1,2,1,0,1,0,4445,0,14,3,233,248,7.4821189235521155,1.9315214116032138,10
7075,14,11.080310101740798,2,3,1,1,2,1,50,319,3,6,4,310,337,7.660114319173928,1.840549633397487,4
7076,1,11.714256851219057,2,1,0,5,1,5,100,10613,3,13,6,242,241,6.920671504248683,2.186051276738094,6
7077,2,11.37796447953611,2,2,2,14,1,0,50,11202,1,4,2,385,410,7.757906208351747,2.2082744135228043,1
7078,1,10.794398936070886,2,0,1,8,2,19,0,9617,3,0,8,183,201,6.813444599510896,1.8082887711792655,11
7079,11,10.736092281321946,2,0,3,3,2,3,0,1400,2,0,0,383,437,7.473637108496206,2.0918640616783932,15
7080,2,11.968899893572035,2,1,2,16,2,16,50,4019,0,10,11,62,113,7.783224016336037,2.0014800002101243,7
7081,14,12.119321234746401,2,1,1,0,1,0,50,2516,1,11,10,104,157,7.6838639802564295,1.7227665977411035,0
7082,10,12.036540948664609,2,1,0,5,0,5,100,3463,3,12,4,278,288,6.602587892189336,1.9878743481543455,2
7083,0,11.413182474763108,2,1,2,1,2,1,50,12791,1,14,5,93,100,7.15305163493748,2.2082744135228043,9
7084,18,10.99352989052117,2,2,2,15,0,15,0,8275,2,3,6,463,490,7.543273346705446,1.6486586255873816,5
7085,15,12.257734871853968,2,1,1,13,0,17,0,6074,0,17,3,97,142,7.810758116529357,1.824549292051046,1
7086,19,11.237883172864883,2,2,1,10,1,10,0,6317,2,4,0,344,384,7.43955930913332,1.6863989535702288,4
7087,13,11.086318433108636,0,0,1,7,0,7,0,10625,0,1,8,340,344,6.484635235635252,2.0412203288596382,4
7088,6,11.526877678588233,0,2,1,6,0,6,100,8339,3,3,14,242,247,6.635946555686647,1.9021075263969205,9
7089,16,11.592050828935733,2,1,2,8,1,8,100,1398,1,14,3,10,55,7.729735331385051,1.7227665977411035,11
7090,19,11.807026889224193,0,1,2,6,2,6,50,5316,1,11,4,467,514,7.324489979348532,2.163323025660538,12
7091,6,11.503208406906847,2,1,1,3,1,3,100,12386,2,11,14,483,512,7.684783943522785,2.0541237336955462,6
7092,18,11.078520612964356,2,2,2,11,1,11,50,7544,0,4,0,356,357,6.505784060128229,2.186051276738094,9
7093,17,11.262860256089754,2,2,1,9,0,9,0,4914,1,2,0,30,71,7.577121930876679,2.066862759472976,13
7094,9,11.638923553377895,2,3,1,5,0,5,50,8061,3,5,6,69,123,6.53813982376767,2.2925347571405443,5
